timestamp,Frequency 1,Frequency 2,Frequency 3,Frequency 4,Driven Avg Wheel Speed,Non-Driven Avg Wheel Speed,Ignition Compensation,Ignition Cut Percentage,RPM,TPS,Fuel Open Time,Ignition Angle,Driven Wheel Speed #1,Driven Wheel Speed #2,Non-Driven Wheel Speed #1,Non-Driven Wheel Speed #2,Barometer,MAP,Lambda,Pressure Type,Analog Input #1,Analog Input #2,Analog Input #3,Analog Input #4,Analog Input #5,Analog Input #6,Analog Input #7,Analog Input #8,Battery Volt,Air Temp,Coolant Temp,Temp Type
1721152553.7029088,,,,,,,,,1246.0,2.0,1.94,6.0,,,,,,,,,,,,,,,,,,,,
1721152553.7034736,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152553.712934,,,,,,,,,,,,,,,,,14.7,13.41,1.04,KPA,,,,,,,,,,,,
1721152553.7529252,,,,,,,,,1363.0,2.0,1.95,6.0,,,,,,,,,,,,,,,,,,,,
1721152553.7628949,,,,,,,,,,,,,,,,,14.7,13.63,1.04,KPA,,,,,,,,,,,,
1721152553.7729046,,,,,,,,,,,,,,,,,,,,,1.41,2.68,0.01,0.51,,,,,,,,
1721152553.7829025,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152553.7929094,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152553.7934918,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152553.8028953,,,,,,,,,1457.0,2.0,1.94,27.0,,,,,,,,,,,,,,,,,,,,
1721152553.8034756,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152553.812907,,,,,,,,,,,,,,,,,14.7,13.13,1.04,KPA,,,,,,,,,,,,
1721152553.8528848,,,,,,,,,1337.0,2.0,1.95,27.0,,,,,,,,,,,,,,,,,,,,
1721152553.862882,,,,,,,,,,,,,,,,,14.7,13.4,1.04,KPA,,,,,,,,,,,,
1721152553.8728974,,,,,,,,,,,,,,,,,,,,,1.36,2.68,0.01,0.51,,,,,,,,
1721152553.8829007,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152553.8929052,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152553.8934858,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152553.9028943,,,,,,,,,1445.0,2.0,1.92,6.0,,,,,,,,,,,,,,,,,,,,
1721152553.9034736,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152553.9128883,,,,,,,,,,,,,,,,,14.7,13.47,1.04,KPA,,,,,,,,,,,,
1721152553.9528751,,,,,,,,,1417.0,2.0,1.83,27.0,,,,,,,,,,,,,,,,,,,,
1721152553.9628744,,,,,,,,,,,,,,,,,14.7,13.31,1.04,KPA,,,,,,,,,,,,
1721152553.9728856,,,,,,,,,,,,,,,,,,,,,1.31,2.68,0.01,0.51,,,,,,,,
1721152553.9828994,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152553.9928958,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152553.993483,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.0028892,,,,,,,,,1334.0,1.9,1.98,27.3,,,,,,,,,,,,,,,,,,,,
1721152554.0034697,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.0143943,,,,,,,,,,,,,,,,,14.7,13.45,1.04,KPA,,,,,,,,,,,,
1721152554.0528946,,,,,,,,,1609.0,2.0,1.9,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.0628796,,,,,,,,,,,,,,,,,14.7,12.96,1.04,KPA,,,,,,,,,,,,
1721152554.072881,,,,,,,,,,,,,,,,,,,,,1.35,2.68,0.01,0.51,,,,,,,,
1721152554.0828898,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.0928936,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.0934777,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.1028838,,,,,,,,,1474.0,2.0,1.9,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.1034613,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.1128807,,,,,,,,,,,,,,,,,14.7,13.35,1.04,KPA,,,,,,,,,,,,
1721152554.1228695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,107.8,196.0,C
1721152554.1528902,,,,,,,,,1548.0,2.0,1.79,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.162878,,,,,,,,,,,,,,,,,14.7,12.97,1.04,KPA,,,,,,,,,,,,
1721152554.1728716,,,,,,,,,,,,,,,,,,,,,1.41,2.68,0.01,0.51,,,,,,,,
1721152554.1828814,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.1928937,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.1934783,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.202897,,,,,,,,,1576.0,2.0,1.76,26.2,,,,,,,,,,,,,,,,,,,,
1721152554.2034764,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.2128718,,,,,,,,,,,,,,,,,14.7,13.28,1.04,KPA,,,,,,,,,,,,
1721152554.252894,,,,,,,,,1576.0,2.0,1.77,26.2,,,,,,,,,,,,,,,,,,,,
1721152554.2628775,,,,,,,,,,,,,,,,,14.7,13.04,1.04,KPA,,,,,,,,,,,,
1721152554.2728648,,,,,,,,,,,,,,,,,,,,,1.43,2.68,0.01,0.51,,,,,,,,
1721152554.2828913,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.2928941,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.293481,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.302874,,,,,,,,,1598.0,1.9,1.79,26.2,,,,,,,,,,,,,,,,,,,,
1721152554.303492,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.3128893,,,,,,,,,,,,,,,,,14.7,13.03,1.04,KPA,,,,,,,,,,,,
1721152554.3529058,,,,,,,,,1437.0,1.9,1.8,25.1,,,,,,,,,,,,,,,,,,,,
1721152554.3628747,,,,,,,,,,,,,,,,,14.7,13.17,1.04,KPA,,,,,,,,,,,,
1721152554.372873,,,,,,,,,,,,,,,,,,,,,1.36,2.68,0.01,0.51,,,,,,,,
1721152554.3828855,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.3928993,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.39348,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.4028666,,,,,,,,,1411.0,1.9,1.83,25.1,,,,,,,,,,,,,,,,,,,,
1721152554.4034438,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.4128635,,,,,,,,,,,,,,,,,14.7,13.59,1.04,KPA,,,,,,,,,,,,
1721152554.4528704,,,,,,,,,1424.0,2.0,1.97,26.0,,,,,,,,,,,,,,,,,,,,
1721152554.4628599,,,,,,,,,,,,,,,,,14.7,13.39,1.04,KPA,,,,,,,,,,,,
1721152554.4728634,,,,,,,,,,,,,,,,,,,,,1.3,2.68,0.01,0.51,,,,,,,,
1721152554.48287,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.4928856,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.4934723,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.5028796,,,,,,,,,1345.0,2.0,1.95,25.1,,,,,,,,,,,,,,,,,,,,
1721152554.50346,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.5128677,,,,,,,,,,,,,,,,,14.7,13.91,1.04,KPA,,,,,,,,,,,,
1721152554.5528781,,,,,,,,,1123.0,2.0,1.97,6.0,,,,,,,,,,,,,,,,,,,,
1721152554.562883,,,,,,,,,,,,,,,,,14.7,13.71,1.04,KPA,,,,,,,,,,,,
1721152554.5728822,,,,,,,,,,,,,,,,,,,,,1.36,2.68,0.01,0.51,,,,,,,,
1721152554.5828843,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.5929132,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.5934863,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.602896,,,,,,,,,1453.0,2.0,1.96,6.0,,,,,,,,,,,,,,,,,,,,
1721152554.6034875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.6128805,,,,,,,,,,,,,,,,,14.7,13.29,1.04,KPA,,,,,,,,,,,,
1721152554.6528707,,,,,,,,,1389.0,1.9,1.86,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.662861,,,,,,,,,,,,,,,,,14.7,13.56,1.04,KPA,,,,,,,,,,,,
1721152554.672859,,,,,,,,,,,,,,,,,,,,,1.35,2.68,0.01,0.51,,,,,,,,
1721152554.683436,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.692871,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.6934512,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.7028651,,,,,,,,,1402.0,1.9,1.97,6.0,,,,,,,,,,,,,,,,,,,,
1721152554.7034428,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.7128525,,,,,,,,,,,,,,,,,14.7,13.35,1.04,KPA,,,,,,,,,,,,
1721152554.7528734,,,,,,,,,1411.0,2.0,1.95,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.7628481,,,,,,,,,,,,,,,,,14.7,13.4,1.04,KPA,,,,,,,,,,,,
1721152554.7728364,,,,,,,,,,,,,,,,,,,,,1.35,2.68,0.01,0.51,,,,,,,,
1721152554.7828538,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.79287,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.7934613,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.803777,,,,,,,,,1608.0,1.9,1.9,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.8043354,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.8128822,,,,,,,,,,,,,,,,,14.7,13.13,1.04,KPA,,,,,,,,,,,,
1721152554.8528512,,,,,,,,,1680.0,2.0,1.77,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.8628464,,,,,,,,,,,,,,,,,14.7,13.0,1.04,KPA,,,,,,,,,,,,
1721152554.872859,,,,,,,,,,,,,,,,,,,,,1.44,2.68,0.01,0.51,,,,,,,,
1721152554.8828638,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.892869,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.8934522,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.9028583,,,,,,,,,1639.0,2.0,1.77,27.0,,,,,,,,,,,,,,,,,,,,
1721152554.903427,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152554.9139454,,,,,,,,,,,,,,,,,14.7,12.93,1.04,KPA,,,,,,,,,,,,
1721152554.952862,,,,,,,,,1570.0,2.0,1.83,25.4,,,,,,,,,,,,,,,,,,,,
1721152554.9628506,,,,,,,,,,,,,,,,,14.7,12.91,1.04,KPA,,,,,,,,,,,,
1721152554.9728296,,,,,,,,,,,,,,,,,,,,,1.38,2.68,0.01,0.51,,,,,,,,
1721152554.982852,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152554.992856,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152554.9934566,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.0028524,,,,,,,,,1518.0,2.0,1.84,25.4,,,,,,,,,,,,,,,,,,,,
1721152555.0034351,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.0128508,,,,,,,,,,,,,,,,,14.7,13.23,1.04,KPA,,,,,,,,,,,,
1721152555.052862,,,,,,,,,1519.0,2.0,1.92,25.4,,,,,,,,,,,,,,,,,,,,
1721152555.0628448,,,,,,,,,,,,,,,,,14.7,12.97,1.04,KPA,,,,,,,,,,,,
1721152555.0728488,,,,,,,,,,,,,,,,,,,,,1.41,2.68,0.01,0.51,,,,,,,,
1721152555.082847,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.092859,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.0934393,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.102862,,,,,,,,,1564.0,1.9,1.76,25.4,,,,,,,,,,,,,,,,,,,,
1721152555.1034393,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.112838,,,,,,,,,,,,,,,,,14.7,13.2,1.04,KPA,,,,,,,,,,,,
1721152555.12283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,107.8,196.0,C
1721152555.152847,,,,,,,,,1491.0,2.0,1.76,25.8,,,,,,,,,,,,,,,,,,,,
1721152555.1628504,,,,,,,,,,,,,,,,,14.7,13.03,1.04,KPA,,,,,,,,,,,,
1721152555.1728368,,,,,,,,,,,,,,,,,,,,,1.38,2.68,0.01,0.51,,,,,,,,
1721152555.1828496,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.1928475,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.193431,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.2028284,,,,,,,,,1512.0,1.9,1.77,25.8,,,,,,,,,,,,,,,,,,,,
1721152555.2034109,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.2128372,,,,,,,,,,,,,,,,,14.7,13.32,1.04,KPA,,,,,,,,,,,,
1721152555.2528553,,,,,,,,,1414.0,1.9,1.78,25.8,,,,,,,,,,,,,,,,,,,,
1721152555.2628498,,,,,,,,,,,,,,,,,14.7,13.27,1.04,KPA,,,,,,,,,,,,
1721152555.2728567,,,,,,,,,,,,,,,,,,,,,1.33,2.68,0.01,0.51,,,,,,,,
1721152555.2828536,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.2928658,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.2934365,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.3028367,,,,,,,,,1349.0,2.0,1.97,27.6,,,,,,,,,,,,,,,,,,,,
1721152555.3034167,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.3128371,,,,,,,,,,,,,,,,,14.7,13.35,1.04,KPA,,,,,,,,,,,,
1721152555.3528526,,,,,,,,,1371.0,1.9,1.91,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.3628325,,,,,,,,,,,,,,,,,14.7,13.64,1.04,KPA,,,,,,,,,,,,
1721152555.3728197,,,,,,,,,,,,,,,,,,,,,1.31,2.68,0.01,0.51,,,,,,,,
1721152555.3828397,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.3928442,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.393428,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.4028437,,,,,,,,,1296.0,2.0,1.97,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.4034255,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.4135928,,,,,,,,,,,,,,,,,14.7,13.8,1.04,KPA,,,,,,,,,,,,
1721152555.4528441,,,,,,,,,1241.0,2.0,1.95,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.4628174,,,,,,,,,,,,,,,,,14.7,13.69,1.04,KPA,,,,,,,,,,,,
1721152555.4728274,,,,,,,,,,,,,,,,,,,,,1.31,2.68,0.01,0.51,,,,,,,,
1721152555.4828362,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.4928484,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.493434,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.5047123,,,,,,,,,1317.0,2.0,1.95,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.505292,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.512832,,,,,,,,,,,,,,,,,14.7,13.52,1.04,KPA,,,,,,,,,,,,
1721152555.5528388,,,,,,,,,1362.0,2.0,1.94,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.5628202,,,,,,,,,,,,,,,,,14.7,13.41,1.04,KPA,,,,,,,,,,,,
1721152555.5728288,,,,,,,,,,,,,,,,,,,,,1.34,2.68,0.01,0.51,,,,,,,,
1721152555.5828395,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.592842,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.5934212,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.6028192,,,,,,,,,1484.0,1.9,1.88,6.0,,,,,,,,,,,,,,,,,,,,
1721152555.6033988,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.6128373,,,,,,,,,,,,,,,,,14.7,13.43,1.04,KPA,,,,,,,,,,,,
1721152555.652822,,,,,,,,,1453.0,2.0,1.83,27.0,,,,,,,,,,,,,,,,,,,,
1721152555.6628268,,,,,,,,,,,,,,,,,14.7,13.24,1.04,KPA,,,,,,,,,,,,
1721152555.6739023,,,,,,,,,,,,,,,,,,,,,1.32,2.68,0.01,0.51,,,,,,,,
1721152555.6828237,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.6928437,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.6934285,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.7028093,,,,,,,,,1379.0,1.9,1.98,27.6,,,,,,,,,,,,,,,,,,,,
1721152555.7033935,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.7136457,,,,,,,,,,,,,,,,,14.7,13.49,1.04,KPA,,,,,,,,,,,,
1721152555.7528126,,,,,,,,,1650.0,2.0,1.8,26.9,,,,,,,,,,,,,,,,,,,,
1721152555.7628083,,,,,,,,,,,,,,,,,14.7,12.97,1.04,KPA,,,,,,,,,,,,
1721152555.7728226,,,,,,,,,,,,,,,,,,,,,1.41,2.68,0.01,0.51,,,,,,,,
1721152555.782823,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.7928376,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.7934206,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.8028247,,,,,,,,,1580.0,2.0,1.77,26.9,,,,,,,,,,,,,,,,,,,,
1721152555.8034086,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.8128202,,,,,,,,,,,,,,,,,14.7,13.12,1.04,KPA,,,,,,,,,,,,
1721152555.85282,,,,,,,,,1535.0,1.9,1.77,26.9,,,,,,,,,,,,,,,,,,,,
1721152555.8636856,,,,,,,,,,,,,,,,,14.7,13.09,1.04,KPA,,,,,,,,,,,,
1721152555.872806,,,,,,,,,,,,,,,,,,,,,1.43,2.68,0.01,0.51,,,,,,,,
1721152555.882825,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.8928509,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.8934271,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.902832,,,,,,,,,1670.0,2.0,1.77,26.9,,,,,,,,,,,,,,,,,,,,
1721152555.903391,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152555.912838,,,,,,,,,,,,,,,,,14.7,12.8,1.04,KPA,,,,,,,,,,,,
1721152555.952831,,,,,,,,,1506.0,2.0,1.77,24.3,,,,,,,,,,,,,,,,,,,,
1721152555.962819,,,,,,,,,,,,,,,,,14.7,13.2,1.04,KPA,,,,,,,,,,,,
1721152555.9728072,,,,,,,,,,,,,,,,,,,,,1.35,2.68,0.01,0.51,,,,,,,,
1721152555.9848242,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152555.9928339,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152555.9934173,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.0028014,,,,,,,,,1322.0,1.9,1.94,24.3,,,,,,,,,,,,,,,,,,,,
1721152556.0033822,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.0128117,,,,,,,,,,,,,,,,,14.7,13.51,1.04,KPA,,,,,,,,,,,,
1721152556.0528214,,,,,,,,,1272.0,1.9,1.95,6.0,,,,,,,,,,,,,,,,,,,,
1721152556.062799,,,,,,,,,,,,,,,,,14.7,13.49,1.04,KPA,,,,,,,,,,,,
1721152556.0728176,,,,,,,,,,,,,,,,,,,,,1.35,2.68,0.01,0.51,,,,,,,,
1721152556.0828145,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152556.0928445,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.0934205,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.1028306,,,,,,,,,1375.0,2.0,1.96,6.0,,,,,,,,,,,,,,,,,,,,
1721152556.1033971,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.1128058,,,,,,,,,,,,,,,,,14.7,13.37,1.04,KPA,,,,,,,,,,,,
1721152556.1227982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,107.8,196.0,C
1721152556.1528108,,,,,,,,,1433.0,2.0,1.91,6.0,,,,,,,,,,,,,,,,,,,,
1721152556.1628551,,,,,,,,,,,,,,,,,14.7,13.55,1.04,KPA,,,,,,,,,,,,
1721152556.1727974,,,,,,,,,,,,,,,,,,,,,1.34,2.68,0.01,0.51,,,,,,,,
1721152556.1828067,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152556.1928117,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.1933937,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.2028072,,,,,,,,,1409.0,2.0,1.97,27.7,,,,,,,,,,,,,,,,,,,,
1721152556.203388,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.2127907,,,,,,,,,,,,,,,,,14.7,13.28,1.04,KPA,,,,,,,,,,,,
1721152556.2527966,,,,,,,,,1530.0,1.9,1.98,27.1,,,,,,,,,,,,,,,,,,,,
1721152556.2627912,,,,,,,,,,,,,,,,,14.7,13.24,1.04,KPA,,,,,,,,,,,,
1721152556.2728033,,,,,,,,,,,,,,,,,,,,,1.37,2.68,0.01,0.51,,,,,,,,
1721152556.2834718,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152556.2928157,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.2933986,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.3027985,,,,,,,,,1445.0,1.9,1.91,27.0,,,,,,,,,,,,,,,,,,,,
1721152556.3033786,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.3127937,,,,,,,,,,,,,,,,,14.7,13.39,1.04,KPA,,,,,,,,,,,,
1721152556.3528137,,,,,,,,,1360.0,1.9,1.92,27.0,,,,,,,,,,,,,,,,,,,,
1721152556.3628,,,,,,,,,,,,,,,,,14.7,13.31,1.04,KPA,,,,,,,,,,,,
1721152556.3728054,,,,,,,,,,,,,,,,,,,,,1.42,2.68,0.01,0.51,,,,,,,,
1721152556.382799,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152556.392844,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.3933887,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.4034956,,,,,,,,,1587.0,2.0,1.84,25.9,,,,,,,,,,,,,,,,,,,,
1721152556.4040742,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.4127822,,,,,,,,,,,,,,,,,14.7,12.97,1.04,KPA,,,,,,,,,,,,
1721152556.4527993,,,,,,,,,1463.0,2.0,1.85,25.9,,,,,,,,,,,,,,,,,,,,
1721152556.4627864,,,,,,,,,,,,,,,,,14.7,13.17,1.04,KPA,,,,,,,,,,,,
1721152556.4727848,,,,,,,,,,,,,,,,,,,,,1.41,2.68,0.01,0.51,,,,,,,,
1721152556.4843452,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152556.4928114,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.4933956,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152556.5027828,,,,,,,,,1505.0,1.9,1.91,25.9,,,,,,,,,,,,,,,,,,,,
1721152556.503366,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152556.5127914,,,,,,,,,,,,,,,,,14.7,13.08,1.04,KPA,,,,,,,,,,,,
